gender,age_group,region,zona,gse_group,education,indigenous,religion,ideology,interest_politics,presidential_vote,plebiscite_vote,abortion_opinion
Woman,Adult,LOS LAGOS,Rural,Low,Low,Non-Indigenous,Religious,Center,Not at all interested,José Antonio Kast,Reject,Always illegal
Man,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not at all interested,Gabriel Boric,Reject,Legal only in specific cases
Man,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Right,Not at all interested,José Antonio Kast,Reject,Always illegal
Woman,Adult,METROPOLITANA,Urban,Middle,High,Indigenous,Not Religious,Center,Very interested,Gabriel Boric,Approve,Always legal
Woman,Senior Adult,METROPOLITANA,Urban,Middle,Low,Non-Indigenous,Religious,Right,Not very interested,Gabriel Boric,Reject,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,Low,Non-Indigenous,Not Religious,Center,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Woman,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Not Religious,None,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Senior Adult,METROPOLITANA,Urban,Middle,Low,Non-Indigenous,Not Religious,None,Not at all interested,José Antonio Kast,Reject,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not very interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Senior Adult,BIOBÍO,Urban,Middle,Low,Indigenous,Religious,Left,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Not Religious,Center,Not very interested,Gabriel Boric,Approve,Always legal
Woman,Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Religious,None,Not very interested,Gabriel Boric,Approve,Always illegal
Woman,Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Religious,Left,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Senior Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Not Religious,Center,Somewhat interested,Gabriel Boric,Approve,Legal only in specific cases
Woman,Adult,MAULE,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not very interested,José Antonio Kast,Reject,Always legal
Man,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Not Religious,None,Not at all interested,Gabriel Boric,Reject,Always legal
Man,Senior Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Not Religious,Center,Not at all interested,Gabriel Boric,Approve,Legal only in specific cases
Woman,Senior Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not at all interested,nulo,nulo,Always legal
Man,Adult,ARICA Y PARINACOTA,Urban,Middle,Medium,Indigenous,Religious,Left,Not very interested,Gabriel Boric,Approve,Always legal
Man,Adult,ARICA Y PARINACOTA,Urban,Middle,Medium,Indigenous,Religious,None,Not at all interested,Gabriel Boric,Approve,Always legal
Woman,Senior Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Religious,Left,Not very interested,Gabriel Boric,Approve,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Left,Not at all interested,Gabriel Boric,Approve,Legal only in specific cases
Woman,Senior Adult,ATACAMA,Urban,Middle,High,Non-Indigenous,Religious,Left,Not very interested,Gabriel Boric,Approve,Always legal
Woman,Young Adult,ARICA Y PARINACOTA,Urban,Middle,Low,Non-Indigenous,Religious,None,Not very interested,Gabriel Boric,Reject,Always legal
Woman,Adult,BIOBÍO,Urban,Middle,Low,Indigenous,Religious,Left,Somewhat interested,Gabriel Boric,Approve,Always legal
Woman,Adult,TARAPACÁ,Urban,Middle,Medium,Non-Indigenous,Not Religious,Left,Not very interested,Gabriel Boric,Approve,Always legal
Woman,Adult,TARAPACÁ,Urban,Middle,Medium,Indigenous,Not Religious,Center,Not very interested,José Antonio Kast,Reject,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not very interested,José Antonio Kast,Reject,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Not Religious,Left,Very interested,Gabriel Boric,Approve,Always legal
Man,Adult,VALPARAÍSO,Urban,Low,Low,Non-Indigenous,Not Religious,None,Not at all interested,Gabriel Boric,Approve,Always illegal
Man,Young Adult,VALPARAÍSO,Urban,Low,Medium,Non-Indigenous,Religious,None,Not at all interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Senior Adult,COQUIMBO,Rural,Low,Low,Non-Indigenous,Religious,Right,Not very interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Adult,BIOBÍO,Urban,Low,Low,Non-Indigenous,Religious,None,Not at all interested,Gabriel Boric,Approve,Always legal
Woman,Senior Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Religious,None,Not at all interested,nulo,nulo,Always illegal
Woman,Senior Adult,MAULE,Urban,Middle,Low,Non-Indigenous,Religious,Right,Not at all interested,José Antonio Kast,Reject,Always illegal
Woman,Senior Adult,METROPOLITANA,Urban,Middle,Low,Non-Indigenous,Religious,None,Not at all interested,Gabriel Boric,Approve,Always illegal
Woman,Young Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Not Religious,Left,Not very interested,Gabriel Boric,Approve,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,Low,Non-Indigenous,Not Religious,None,Not very interested,nulo,Reject,Always legal
Woman,Senior Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Religious,None,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Senior Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Not Religious,Left,Somewhat interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Young Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Not Religious,Center,Not at all interested,Gabriel Boric,Approve,Always legal
Woman,Adult,BIOBÍO,Urban,Middle,Medium,Indigenous,Religious,Right,Not at all interested,José Antonio Kast,Reject,Legal only in specific cases
Man,Adult,VALPARAÍSO,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not very interested,Gabriel Boric,Approve,Always legal
Man,Adult,ARICA Y PARINACOTA,Urban,Middle,Low,Indigenous,Religious,Right,Not very interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Senior Adult,VALPARAÍSO,Urban,Middle,Medium,Non-Indigenous,Not Religious,Left,Somewhat interested,Gabriel Boric,Approve,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Not Religious,Left,Very interested,Gabriel Boric,Approve,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Religious,Center,Not very interested,Gabriel Boric,Approve,Always legal
Woman,Senior Adult,VALPARAÍSO,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not very interested,Gabriel Boric,Reject,Always legal
Man,Adult,ANTOFAGASTA,Urban,Low,Medium,Non-Indigenous,Not Religious,Center,Not very interested,Gabriel Boric,Approve,Always legal
Man,Young Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Not Religious,None,Not very interested,Gabriel Boric,Reject,Legal only in specific cases
Woman,Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Religious,None,Not at all interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Adult,ANTOFAGASTA,Urban,Low,Medium,Non-Indigenous,Religious,Center,Somewhat interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Adult,ANTOFAGASTA,Urban,Low,Medium,Non-Indigenous,Not Religious,Center,Not very interested,Gabriel Boric,Approve,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,None,Not at all interested,Gabriel Boric,Approve,Always legal
Woman,Adult,COQUIMBO,Urban,Middle,Medium,Non-Indigenous,Religious,None,Not at all interested,nulo,Approve,Always legal
Man,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not at all interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Senior Adult,LOS LAGOS,Urban,Middle,Low,Non-Indigenous,Religious,Center,Not at all interested,Gabriel Boric,Reject,Legal only in specific cases
Woman,Adult,LOS LAGOS,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not at all interested,Gabriel Boric,Reject,Legal only in specific cases
Man,Adult,METROPOLITANA,Urban,Middle,Low,Non-Indigenous,Religious,None,Not very interested,nulo,Reject,Legal only in specific cases
Man,Young Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not at all interested,José Antonio Kast,Reject,Always legal
Woman,Senior Adult,VALPARAÍSO,Urban,Low,Low,Non-Indigenous,Religious,Center,Not at all interested,Gabriel Boric,Approve,Always illegal
Woman,Adult,VALPARAÍSO,Urban,Low,Medium,Indigenous,Not Religious,Left,Somewhat interested,Gabriel Boric,Approve,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Not Religious,Right,Not at all interested,José Antonio Kast,Reject,Legal only in specific cases
Man,Senior Adult,LIBERTADOR BERNARDO OHIGGINS,Urban,Middle,Medium,Non-Indigenous,Not Religious,Right,Not at all interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Adult,MAULE,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not at all interested,nulo,Reject,Always illegal
Man,Young Adult,VALPARAÍSO,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not very interested,Gabriel Boric,Reject,Always legal
Woman,Adult,VALPARAÍSO,Urban,Middle,Medium,Non-Indigenous,Religious,Right,Not very interested,nulo,Reject,Legal only in specific cases
Woman,Adult,LOS LAGOS,Urban,Middle,Medium,Non-Indigenous,Religious,Right,Not very interested,José Antonio Kast,Approve,Legal only in specific cases
Woman,Adult,VALPARAÍSO,Urban,Middle,Medium,Indigenous,Religious,None,Not at all interested,Gabriel Boric,Reject,Always illegal
Man,Senior Adult,ATACAMA,Urban,Middle,Medium,Non-Indigenous,Not Religious,None,Not at all interested,José Antonio Kast,Approve,Always legal
Woman,Adult,ATACAMA,Urban,Middle,Medium,Indigenous,Religious,Center,Not at all interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Adult,ATACAMA,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not very interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Adult,ATACAMA,Urban,Middle,Medium,Indigenous,Not Religious,Center,Not at all interested,José Antonio Kast,Approve,Always legal
Man,Adult,ATACAMA,Urban,Low,Low,Indigenous,Not Religious,None,Not at all interested,Gabriel Boric,Reject,Legal only in specific cases
Woman,Adult,ATACAMA,Urban,Low,Low,Non-Indigenous,Religious,Center,Not at all interested,José Antonio Kast,Reject,Always legal
Woman,Adult,VALPARAÍSO,Urban,Middle,Low,Non-Indigenous,Religious,Center,Very interested,Gabriel Boric,Approve,Always legal
Man,Adult,COQUIMBO,Urban,Middle,Medium,Non-Indigenous,Not Religious,Right,Not very interested,José Antonio Kast,Reject,Always illegal
Woman,Adult,METROPOLITANA,Urban,High,Medium,Non-Indigenous,Not Religious,Center,Not at all interested,Gabriel Boric,Approve,Always legal
Woman,Adult,METROPOLITANA,Urban,High,Medium,Non-Indigenous,Religious,Right,Not very interested,José Antonio Kast,Reject,Legal only in specific cases
Man,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Not Religious,Left,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Adult,METROPOLITANA,Urban,High,High,Non-Indigenous,Religious,Right,Very interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Young Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Religious,Left,Not very interested,Gabriel Boric,Approve,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Not Religious,Left,Somewhat interested,Gabriel Boric,Approve,Always legal
Man,Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Not Religious,Center,Very interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Young Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Not Religious,Left,Very interested,Gabriel Boric,Approve,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Left,Somewhat interested,Gabriel Boric,Approve,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,None,Not at all interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Senior Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,None,Not at all interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Senior Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Right,Not very interested,José Antonio Kast,Reject,Always illegal
Man,Adult,VALPARAÍSO,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not at all interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Adult,VALPARAÍSO,Urban,Middle,Low,Non-Indigenous,Religious,Center,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Adult,MAULE,Urban,Low,Medium,Non-Indigenous,Religious,Center,Not at all interested,Gabriel Boric,Approve,Always illegal
Woman,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Not Religious,Left,Not at all interested,Gabriel Boric,Approve,Always legal
Man,Young Adult,METROPOLITANA,Urban,High,High,Non-Indigenous,Religious,None,Not at all interested,Gabriel Boric,Approve,Legal only in specific cases
Woman,Senior Adult,LIBERTADOR BERNARDO OHIGGINS,Urban,Middle,Low,Non-Indigenous,Religious,Right,Not very interested,José Antonio Kast,Reject,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,Low,Non-Indigenous,Religious,None,Not at all interested,Gabriel Boric,Approve,Always legal
Man,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,None,Not at all interested,José Antonio Kast,Reject,Always legal
Man,Adult,TARAPACÁ,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not very interested,Gabriel Boric,Approve,Always illegal
Man,Young Adult,LIBERTADOR BERNARDO OHIGGINS,Urban,Middle,Low,Non-Indigenous,Not Religious,Center,Not very interested,Gabriel Boric,Approve,Always legal
Man,Senior Adult,METROPOLITANA,Urban,Middle,Low,Non-Indigenous,Religious,None,Not at all interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Not Religious,Center,Very interested,Gabriel Boric,Approve,Always legal
Woman,Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Religious,Right,Not very interested,Gabriel Boric,Reject,Legal only in specific cases
Woman,Adult,METROPOLITANA,Urban,High,High,Non-Indigenous,Religious,Left,Somewhat interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,None,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Woman,Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Religious,Left,Somewhat interested,Gabriel Boric,Approve,Always legal
Man,Senior Adult,VALPARAÍSO,Urban,Low,Low,Non-Indigenous,Religious,Left,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Young Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Very interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Senior Adult,VALPARAÍSO,Urban,Middle,Medium,Non-Indigenous,Not Religious,None,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Woman,Senior Adult,METROPOLITANA,Urban,Low,Low,Non-Indigenous,Not Religious,Center,Not at all interested,Gabriel Boric,Approve,Always illegal
Woman,Adult,METROPOLITANA,Urban,Low,Low,Non-Indigenous,Religious,None,Not at all interested,nulo,Reject,Legal only in specific cases
Woman,Senior Adult,METROPOLITANA,Urban,Middle,Low,Non-Indigenous,Not Religious,None,Not very interested,nulo,Reject,Legal only in specific cases
Man,Senior Adult,METROPOLITANA,Urban,High,Medium,Non-Indigenous,Religious,Center,Not at all interested,José Antonio Kast,Reject,Always legal
Man,Adult,METROPOLITANA,Urban,High,High,Non-Indigenous,Not Religious,Left,Very interested,Gabriel Boric,Approve,Legal only in specific cases
Woman,Adult,METROPOLITANA,Urban,High,High,Non-Indigenous,Religious,Center,Not at all interested,José Antonio Kast,Reject,Always illegal
Man,Senior Adult,METROPOLITANA,Urban,Middle,Low,Non-Indigenous,Religious,Right,Not very interested,José Antonio Kast,Reject,Always legal
Man,Young Adult,METROPOLITANA,Urban,Middle,Medium,Indigenous,Religious,Left,Very interested,Gabriel Boric,Approve,Always legal
Woman,Senior Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not very interested,José Antonio Kast,Reject,Always legal
Woman,Young Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Religious,Left,Somewhat interested,Gabriel Boric,Reject,Always legal
Man,Adult,METROPOLITANA,Rural,Low,Low,Non-Indigenous,Not Religious,Right,Not at all interested,José Antonio Kast,Reject,Always legal
Woman,Young Adult,METROPOLITANA,Rural,Low,Medium,Non-Indigenous,Not Religious,None,Not at all interested,nulo,nulo,Always legal
Man,Adult,METROPOLITANA,Rural,Low,Low,Non-Indigenous,Religious,Center,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Adult,METROPOLITANA,Urban,High,High,Non-Indigenous,Not Religious,Center,Not very interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Senior Adult,BIOBÍO,Urban,Middle,Low,Non-Indigenous,Religious,None,Not at all interested,Gabriel Boric,Reject,Legal only in specific cases
Man,Adult,COQUIMBO,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not very interested,Gabriel Boric,Approve,Always legal
Woman,Senior Adult,METROPOLITANA,Urban,High,High,Non-Indigenous,Religious,Center,Somewhat interested,nulo,Reject,Legal only in specific cases
Man,Adult,METROPOLITANA,Urban,Middle,Low,Indigenous,Not Religious,Left,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Adult,METROPOLITANA,Urban,High,Medium,Non-Indigenous,Not Religious,Left,Very interested,Gabriel Boric,Approve,Always legal
Woman,Senior Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Religious,Center,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Woman,Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Religious,Center,Not very interested,José Antonio Kast,Reject,Always legal
Man,Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Religious,None,Not very interested,Gabriel Boric,Approve,Always legal
Man,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not very interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Religious,None,Not very interested,Gabriel Boric,Reject,Always legal
Woman,Senior Adult,BIOBÍO,Urban,Middle,Low,Non-Indigenous,Religious,None,Not at all interested,Gabriel Boric,Reject,Always illegal
Man,Senior Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Not Religious,None,Not very interested,José Antonio Kast,Reject,Always illegal
Woman,Senior Adult,BIOBÍO,Urban,Middle,Low,Non-Indigenous,Religious,None,Not at all interested,Gabriel Boric,Approve,Always illegal
Woman,Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Not Religious,None,Not very interested,Gabriel Boric,Approve,Legal only in specific cases
Woman,Young Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not very interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Senior Adult,BIOBÍO,Urban,Middle,Medium,Non-Indigenous,Religious,None,Not very interested,José Antonio Kast,Reject,Legal only in specific cases
Man,Senior Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Very interested,Gabriel Boric,Reject,Always legal
Man,Senior Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Religious,Center,Somewhat interested,José Antonio Kast,Reject,Legal only in specific cases
Man,Adult,METROPOLITANA,Urban,High,High,Non-Indigenous,Religious,Right,Very interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Senior Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Religious,Center,Not at all interested,Gabriel Boric,Approve,Always legal
Man,Senior Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not at all interested,José Antonio Kast,Reject,Always legal
Woman,Senior Adult,METROPOLITANA,Urban,Middle,High,Non-Indigenous,Religious,Center,Not very interested,nulo,Reject,Always legal
Man,Adult,METROPOLITANA,Urban,Low,Medium,Non-Indigenous,Religious,Right,Not at all interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Adult,VALPARAÍSO,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not very interested,José Antonio Kast,Reject,Legal only in specific cases
Woman,Adult,LOS RÍOS,Urban,Middle,Medium,Non-Indigenous,Religious,Center,Not at all interested,Gabriel Boric,Approve,Always legal
Woman,Adult,AYSÉN,Urban,Middle,Low,Non-Indigenous,Not Religious,Left,Not at all interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Adult,VALPARAÍSO,Urban,Middle,High,Non-Indigenous,Not Religious,Right,Not very interested,José Antonio Kast,Reject,Always legal
Woman,Adult,ARAUCANÍA,Urban,Middle,Low,Non-Indigenous,Religious,None,Not at all interested,José Antonio Kast,Approve,Legal only in specific cases
Woman,Adult,METROPOLITANA,Urban,Low,Low,Indigenous,Not Religious,Center,Not at all interested,Gabriel Boric,Approve,Legal only in specific cases
Man,Adult,METROPOLITANA,Urban,Middle,Medium,Non-Indigenous,Religious,None,Not at all interested,Gabriel Boric,Reject,Always legal
Woman,Young Adult,VALPARAÍSO,Urban,Middle,Medium,Indigenous,Not Religious,Center,Somewhat interested,Gabriel Boric,Approve,Legal only in specific cases
Woman,Young Adult,METROPOLITANA,Urban,Low,Medium,Non-Indigenous,Religious,None,Not very interested,Gabriel Boric,Approve,Always legal
Man,Adult,ÑUBLE,Urban,High,High,Non-Indigenous,Religious,Center,Not at all interested,Gabriel Boric,Approve,Legal only in specific cases
Woman,Adult,ÑUBLE,Urban,Middle,Medium,Non-Indigenous,Religious,Left,Not at all interested,Gabriel Boric,Approve,Always legal
