gender,age_group,region,zona,race,education,income,ideology,party,religion,interest_politics,presidential_vote,abortion_opinion
Man,Senior Adult,Virginia,Urban,White,Medium,High Income,Center,Independent,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Young Adult,Virginia,Rural,Non-White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Michigan,Urban,White,High,Middle Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,California,Urban,White,Medium,Low Income,Right,Republican,Religious,Not very interested,Donald Trump,Always illegal
Man,Senior Adult,Oregon,Urban,White,High,Low Income,Right,Republican,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,California,Rural,White,Medium,Low Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Utah,Rural,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Ohio,Urban,White,High,Middle Income,Left,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Minnesota,Rural,Non-White,Medium,Low Income,None,Independent,Not Religious,Not very interested,Jo Jorgensen,Legal only in specific cases
Woman,Adult,California,Urban,White,Medium,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,New Jersey,Rural,White,High,Middle Income,Right,Republican,Religious,Not very interested,Donald Trump,Always legal
Woman,Adult,Wisconsin,Rural,White,Medium,High Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,Alabama,Rural,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,California,Rural,Non-White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,California,Rural,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Mississippi,Rural,White,Low,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,California,Rural,Non-White,High,High Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Wisconsin,Rural,White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,New Jersey,Rural,Non-White,,Low Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,New York,Rural,White,Medium,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Wisconsin,Rural,White,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Washington,Rural,White,Medium,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Georgia,Urban,White,Medium,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,New York,Rural,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,California,Urban,White,High,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Oklahoma,Rural,,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Ohio,Rural,Non-White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,New Jersey,Rural,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Texas,Urban,White,High,High Income,Left,Independent,Not Religious,Not at all interested,Joe Biden,Always legal
Woman,Senior Adult,Missouri,Rural,White,High,Low Income,Left,Independent,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,South Carolina,Urban,Non-White,Medium,Middle Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Pennsylvania,Rural,Non-White,Medium,Middle Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Young Adult,Wisconsin,Rural,White,Medium,Middle Income,Left,Independent,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,West Virginia,Urban,White,High,Middle Income,Center,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Georgia,Urban,White,Medium,Low Income,None,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Florida,Urban,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Woman,Adult,Florida,Urban,White,Medium,High Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,Oklahoma,Urban,White,High,High Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Maine,Urban,White,Medium,Middle Income,Center,Republican,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,New York,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,California,Urban,White,Medium,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Illinois,Rural,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Woman,Senior Adult,,Urban,White,High,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Woman,Adult,Texas,Rural,White,High,Middle Income,Left,Democrat,Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Oregon,Rural,White,High,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Pennsylvania,Urban,White,Medium,Low Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Vermont,Urban,White,High,,Right,Independent,Not Religious,Very interested,Donald Trump,Always legal
Man,Senior Adult,Mississippi,Urban,White,High,Low Income,Center,Independent,Religious,Very interested,Donald Trump,Always legal
Woman,Senior Adult,New York,Rural,White,Medium,,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Ohio,Rural,Non-White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Woman,Adult,Maryland,Rural,White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,West Virginia,Urban,White,High,High Income,Right,Independent,Religious,Somewhat interested,Jo Jorgensen,Legal only in specific cases
Woman,Senior Adult,Montana,Urban,White,Medium,Middle Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,California,Rural,White,Medium,Middle Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Utah,Urban,White,Medium,Middle Income,Center,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Virginia,Urban,Non-White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Arkansas,Rural,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Michigan,Rural,Non-White,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,,Rural,Non-White,High,Middle Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,New York,Urban,White,Medium,Middle Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,New Jersey,Rural,,Medium,,Center,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Florida,Urban,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Man,Senior Adult,California,Urban,White,Medium,Low Income,Right,Independent,Religious,Very interested,Donald Trump,Always illegal
Man,Adult,Washington,Rural,White,Medium,Middle Income,Right,Independent,Religious,Not at all interested,Donald Trump,Legal only in specific cases
Man,Adult,Illinois,Rural,Non-White,High,Middle Income,Center,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Ohio,Urban,White,Medium,,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,New York,Rural,White,Medium,Low Income,Right,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Pennsylvania,Urban,White,Medium,High Income,Center,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,New York,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Ohio,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Georgia,Rural,White,Medium,Low Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,New York,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Rural,White,High,Low Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,California,Rural,White,Medium,Middle Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Ohio,Urban,White,Medium,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Indiana,Urban,White,Medium,Low Income,None,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
Woman,Senior Adult,Wisconsin,Urban,White,Medium,Middle Income,None,Democrat,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Young Adult,Indiana,Rural,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Always legal
Man,Adult,Wyoming,Rural,White,Medium,Low Income,Center,Independent,Religious,Very interested,Other,Legal only in specific cases
Man,Senior Adult,Pennsylvania,Rural,White,High,High Income,Center,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Colorado,Rural,White,High,Low Income,Center,Independent,Religious,Very interested,Howie Hawkins,Legal only in specific cases
Woman,Senior Adult,Iowa,Urban,White,Medium,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Woman,Adult,Wisconsin,Rural,White,,Low Income,None,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Washington,Rural,White,Medium,High Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Texas,Urban,Non-White,Medium,Middle Income,Left,Independent,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Massachusetts,Urban,White,High,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Colorado,Rural,White,Medium,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,California,Urban,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Woman,Adult,Florida,Rural,White,Medium,Middle Income,Center,Republican,Not Religious,Not at all interested,Donald Trump,Always legal
Man,Adult,Michigan,Rural,Non-White,Medium,Low Income,Right,Republican,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Florida,Urban,Non-White,Medium,Low Income,Center,Democrat,Not Religious,Not at all interested,Joe Biden,Always legal
Woman,Senior Adult,Connecticut,Urban,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Rhode Island,Rural,White,Medium,Low Income,Center,Independent,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Pennsylvania,Rural,White,High,Low Income,Left,Democrat,Religious,Not very interested,Joe Biden,Legal only in specific cases
Man,Adult,Ohio,Rural,White,Medium,Middle Income,Right,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Ohio,Rural,White,Medium,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,California,Urban,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Senior Adult,,Urban,White,Medium,,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,North Dakota,Rural,White,Medium,Middle Income,Right,Independent,Not Religious,Somewhat interested,Jo Jorgensen,Legal only in specific cases
Man,Adult,Pennsylvania,Urban,White,Medium,High Income,Center,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Massachusetts,Rural,White,High,Low Income,Right,Independent,Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Adult,Ohio,Rural,White,High,Middle Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Pennsylvania,Rural,White,Medium,High Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Young Adult,Illinois,Rural,Non-White,Medium,Low Income,Right,Democrat,Not Religious,Not at all interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,California,Urban,White,Medium,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Young Adult,Kentucky,Urban,White,Medium,Low Income,None,Republican,Not Religious,Not very interested,Donald Trump,Always illegal
Man,Adult,Ohio,Rural,White,High,Middle Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,New York,Rural,Non-White,High,Middle Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,New Jersey,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Urban,White,Medium,Low Income,None,Republican,Religious,Not at all interested,Donald Trump,Always legal
Man,Adult,Texas,Rural,Non-White,High,Low Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Texas,Rural,White,High,Middle Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Tennessee,Rural,Non-White,Low,Low Income,None,Independent,Not Religious,Somewhat interested,Joe Biden,Always illegal
Man,Senior Adult,Florida,Rural,White,Medium,Low Income,Left,Republican,Not Religious,Very interested,Donald Trump,Always illegal
Man,Senior Adult,Arkansas,,Non-White,High,Low Income,Right,Republican,Not Religious,Not at all interested,Joe Biden,Always legal
Woman,Adult,,Rural,Non-White,Medium,Middle Income,Center,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Wisconsin,Urban,White,Medium,Middle Income,Center,Independent,Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Indiana,Urban,White,Medium,Low Income,Left,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,California,Rural,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,California,Rural,Non-White,Low,Middle Income,None,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Pennsylvania,Rural,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Minnesota,Rural,White,High,Low Income,Left,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,West Virginia,Rural,White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,California,Rural,Non-White,High,Low Income,Center,Independent,Not Religious,Somewhat interested,Jo Jorgensen,Legal only in specific cases
Woman,Young Adult,,Rural,Non-White,Medium,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Virginia,Rural,White,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,South Carolina,Urban,Non-White,Medium,Low Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Man,Adult,Pennsylvania,Urban,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Texas,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Utah,Urban,White,High,Low Income,Right,Independent,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Florida,Rural,White,High,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,,Rural,Non-White,High,High Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Utah,Rural,White,High,Middle Income,Right,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,New York,Urban,White,Medium,Middle Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,New York,Urban,White,High,Low Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Michigan,Urban,White,Medium,Middle Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Ohio,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Pennsylvania,Rural,White,High,Middle Income,Center,Democrat,Religious,Not very interested,Joe Biden,Always legal
Woman,Senior Adult,Alabama,Rural,White,Medium,Low Income,Left,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Man,Young Adult,Indiana,Rural,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Michigan,Rural,White,Medium,Middle Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Indiana,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,North Carolina,Rural,Non-White,Medium,Middle Income,None,Democrat,Not Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Oregon,Urban,Non-White,High,Low Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Louisiana,Urban,Non-White,Medium,Low Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Florida,Rural,White,Medium,Middle Income,None,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,California,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Minnesota,Rural,White,Medium,Low Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,New Jersey,Urban,White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,New Hampshire,Rural,White,High,Middle Income,None,Independent,Religious,Not very interested,Joe Biden,Legal only in specific cases
Man,Adult,North Carolina,Urban,White,Medium,Middle Income,Right,Independent,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Adult,New York,Rural,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Young Adult,Texas,Rural,White,Medium,Low Income,Right,Republican,Not Religious,Not at all interested,Donald Trump,Legal only in specific cases
Man,Adult,Michigan,Urban,Non-White,Medium,Middle Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Ohio,Rural,White,High,Middle Income,Left,Independent,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Virginia,Rural,White,High,High Income,Right,Independent,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Montana,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Senior Adult,Missouri,Urban,White,Medium,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Oregon,Rural,White,Medium,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Iowa,Urban,White,High,High Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,,Rural,White,Medium,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,New York,Rural,White,,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Wisconsin,Urban,White,Medium,Middle Income,Center,Independent,Not Religious,Not at all interested,Donald Trump,Legal only in specific cases
Man,Adult,Wisconsin,Rural,White,Medium,Low Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Senior Adult,Illinois,Urban,White,Medium,High Income,Right,Independent,Religious,Not at all interested,Donald Trump,Always legal
Woman,Senior Adult,Pennsylvania,Rural,White,Medium,Low Income,,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Minnesota,Rural,White,High,Middle Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Florida,Rural,White,High,Middle Income,Right,Independent,Religious,Very interested,Donald Trump,Always legal
Woman,Young Adult,Michigan,Rural,Non-White,Medium,Low Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Pennsylvania,Urban,White,Medium,Low Income,Right,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Delaware,Rural,Non-White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Texas,Rural,White,High,Middle Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,District of Columbia,Rural,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Young Adult,Georgia,Urban,White,Medium,Low Income,Left,Independent,Not Religious,Not very interested,Donald Trump,Always legal
Woman,Senior Adult,California,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Arizona,Rural,White,Medium,Low Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Texas,Rural,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Kentucky,Rural,Non-White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Urban,White,Medium,Middle Income,None,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,New Jersey,Rural,White,High,,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Indiana,Urban,White,Medium,Middle Income,Right,Independent,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Texas,Rural,White,Medium,Middle Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,Washington,Rural,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Mississippi,Rural,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Illinois,Rural,White,High,Middle Income,Right,Independent,Religious,Not very interested,Donald Trump,Always legal
Woman,Senior Adult,Iowa,Rural,White,Medium,Middle Income,Center,Independent,Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Wisconsin,Urban,White,Medium,Low Income,Left,Republican,Not Religious,Not very interested,Donald Trump,Always illegal
Man,Senior Adult,Washington,Rural,White,Medium,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Oklahoma,Urban,Non-White,Medium,Middle Income,Right,Republican,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Florida,Urban,White,High,Middle Income,Right,Independent,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Alabama,Rural,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Woman,Adult,Pennsylvania,Urban,White,Medium,High Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,California,Rural,White,High,High Income,Left,Independent,Religious,Very interested,Joe Biden,Always legal
Man,Adult,Arizona,Rural,Non-White,Medium,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Always legal
Woman,Young Adult,New Jersey,Rural,White,High,Low Income,Center,Independent,Not Religious,Not very interested,Donald Trump,Always legal
Man,Adult,Louisiana,Rural,Non-White,Medium,Low Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Florida,Urban,White,Medium,Middle Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Kentucky,Rural,White,High,Middle Income,Right,Independent,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Adult,Tennessee,Rural,White,Medium,Low Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Michigan,Rural,White,High,High Income,Right,Independent,Religious,Very interested,Donald Trump,Always illegal
Man,,Wisconsin,Rural,White,High,Low Income,Center,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Tennessee,Urban,White,High,Middle Income,Right,Republican,Religious,Not very interested,Donald Trump,Always illegal
Man,Senior Adult,Missouri,Rural,White,Medium,Low Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Young Adult,Wisconsin,Rural,White,Medium,Middle Income,None,Republican,Not Religious,Not very interested,Donald Trump,Always legal
Man,Senior Adult,New York,Rural,White,High,Middle Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Connecticut,Rural,White,Medium,Middle Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Senior Adult,,Urban,Non-White,,Low Income,None,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,Connecticut,Rural,White,High,Low Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,,Rural,Non-White,High,Low Income,None,Independent,Not Religious,Not at all interested,Other,Legal only in specific cases
Woman,Adult,Pennsylvania,Urban,White,Medium,Middle Income,None,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,North Carolina,Urban,White,Medium,Low Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Iowa,,White,Medium,Low Income,Right,Independent,Not Religious,Not at all interested,Donald Trump,Always illegal
Woman,Adult,Nebraska,Urban,White,Medium,High Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Illinois,Urban,Non-White,Medium,Low Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Washington,Rural,Non-White,,Middle Income,Right,Independent,Religious,Very interested,Donald Trump,Always legal
Man,Adult,Wisconsin,Rural,White,High,High Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Michigan,Urban,White,Medium,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,New York,Urban,Non-White,Medium,Low Income,None,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Florida,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,,Urban,White,Medium,Low Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Connecticut,Urban,White,High,High Income,Center,Independent,Religious,Not at all interested,Donald Trump,Always legal
Man,Adult,Oregon,Urban,White,High,Middle Income,Right,Independent,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Ohio,Rural,Non-White,Medium,Low Income,None,Democrat,Not Religious,Very interested,Joe Biden,Always illegal
Woman,Adult,Minnesota,Rural,White,High,High Income,Center,Independent,Not Religious,Not very interested,Joe Biden,Legal only in specific cases
Man,Adult,Florida,Rural,White,High,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,California,Rural,Non-White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
